client_id,first_name,last_name,date_of_birth,gender,country,region,satisfaction_score,age,client_ref,total_properties,total_spend,avg_price,client_type_Individual,acquisition_purpose_Investment,loan_applied_Yes,referral_channel_Client,referral_channel_Website,region_encoded,country_encoded,cluster
C1018,Tiffany,Turner,1967-06-19,F,USA,Colorado,5,59,C1018,3,845680.5700000001,281893.5233333334,True,False,True,True,False,11,9,0
C1019,Carolyn,Stewart,1975-10-27,F,USA,Nevada,2,51,C1019,3,1167255.18,389085.06,True,False,False,True,False,25,9,3
C1020,Deborah,Morales,1994-07-23,F,USA,California,3,32,C1020,4,1248826.8599999999,312206.71499999997,True,False,False,False,False,8,9,0
C1021,Jeffrey,Bryant,1974-09-04,M,USA,California,1,52,C1021,4,1554739.9,388684.975,True,True,False,True,False,8,9,2
C1022,Christina,King,1984-04-17,F,USA,Colorado,1,42,C1022,4,1389709.13,347427.2825,True,False,False,False,False,11,9,0
C1023,Heather,Bell,1953-07-28,F,USA,Nevada,1,73,C1023,3,1336237.87,445412.62333333335,True,False,True,False,True,25,9,2
C1024,Gregory,Long,1969-08-03,M,USA,Arizona,2,57,C1024,3,1351032.92,450344.30666666664,True,True,False,False,False,1,9,2
C1025,Michelle,King,1947-01-20,F,USA,California,1,79,C1025,3,738424.1799999999,246141.3933333333,True,False,False,True,False,8,9,0
C1026,Robert,Parker,1991-08-12,M,USA,California,1,35,C1026,3,1440775.1,480258.3666666667,True,True,False,False,False,8,9,2
C1027,Gerald,White,1976-12-10,M,USA,California,1,50,C1027,3,1554407.81,518135.9366666667,True,True,True,True,False,8,9,2
C1028,Nicholas,Cox,1942-04-07,M,USA,California,1,84,C1028,4,1143826.71,285956.6775,True,False,True,False,True,8,9,0
C1029,Ryan,Jackson,1949-11-06,M,Australia,Victoria,1,77,C1029,3,946560.97,315520.3233333333,True,False,False,False,False,49,0,1
C1030,Christine,Owens,1960-04-20,F,USA,Ohio,4,66,C1030,4,1353543.06,338385.765,True,False,False,False,True,35,9,3
C1031,Alexander,Reed,1989-01-13,M,UK,England,1,37,C1031,3,1011333.2,337111.06666666665,True,False,False,False,True,12,8,0
C1032,Larry,Freeman,1977-01-03,M,USA,Nevada,5,49,C1032,4,1494289.73,373572.4325,True,False,False,False,True,25,9,2
C1033,Eric,Jackson,1962-06-21,M,France,Ile-de-France,2,64,C1033,4,1496120.51,374030.1275,True,False,False,False,True,18,4,1
C1034,Andrea,Wilson,1979-01-20,F,USA,Colorado,5,47,C1034,4,1200049.6,300012.4,True,False,False,True,False,11,9,0
C1035,Jacob,Williams,1961-02-10,M,USA,Virginia,2,65,C1035,4,1528550.1300000001,382137.53250000003,True,False,False,False,True,50,9,3
C1036,Martha,Collins,1988-03-13,F,USA,Oregon,2,38,C1036,3,1176436.08,392145.36000000004,True,False,False,False,False,37,9,3
C1037,Corvus,Co,1970-01-02,M,Mexico,Baja California,2,56,C1037,3,1115637.13,371879.0433333333,False,False,True,False,True,2,6,0
C1038,Gerald,Gray,1959-05-25,M,USA,California,3,67,C1038,3,907128.2000000001,302376.0666666667,True,True,False,False,True,8,9,0
C1039,Nicholas,Carter,1962-07-17,M,USA,California,1,64,C1039,4,1428452.94,357113.235,True,False,True,False,False,8,9,0
C1040,Joseph,Young,1940-04-05,M,USA,California,5,86,C1040,3,901095.79,300365.26333333337,True,True,True,False,True,8,9,0
C1041,Evelyn,Morris,1990-12-07,F,USA,Nevada,5,36,C1041,3,1150040.79,383346.93,True,False,True,False,True,25,9,2
C1042,Rebecca,Parker,1945-08-03,F,USA,Nevada,2,81,C1042,4,1325783.46,331445.865,True,False,False,False,False,25,9,0
C1043,Carol,Griffin,1999-07-14,F,USA,Washington,5,27,C1043,3,1067911.8599999999,355970.61999999994,True,False,False,False,True,53,9,3
C1044,Eric,Howard,1971-05-15,M,USA,Nevada,5,55,C1044,4,1368036.3900000001,342009.09750000003,True,True,False,False,True,25,9,2
C1045,Rebecca,Allen,1942-04-01,F,USA,New York,3,84,C1045,3,974840.03,324946.6766666667,True,False,False,False,True,27,9,0
C1046,Maria,Wood,1969-05-21,F,Canada,Quebec,4,57,C1046,4,1301128.39,325282.0975,True,False,True,False,True,40,2,1
C1047,Ronald,Reyes,1984-12-12,M,USA,Virginia,3,42,C1047,3,1333737.83,444579.2766666667,True,False,False,False,True,50,9,3
C1048,Angela,Turner,1970-01-27,F,USA,Oregon,1,56,C1048,3,1349339.41,449779.8033333333,True,True,False,False,False,37,9,2
C1049,Tiffany,Sanders,1940-11-05,F,USA,California,5,86,C1049,3,1214294.1600000001,404764.72000000003,True,True,False,False,True,8,9,2
C1050,Tyler,Watson,1955-10-03,M,USA,Georgia,4,71,C1050,4,1274655.09,318663.7725,True,False,True,False,True,15,9,0
C1051,Cheryl,Hansen,1958-07-19,F,USA,Virginia,1,68,C1051,3,894972.26,298324.08666666667,True,False,True,False,False,50,9,3
C1052,Kimberly,Parker,1953-04-24,F,USA,Utah,1,73,C1052,4,1008000.54,252000.135,True,False,True,False,False,48,9,3
C1053,Adam,Kim,1974-11-10,M,Mexico,Nuevo Leon,2,52,C1053,3,1280976.9,426992.3,True,False,True,False,True,33,6,2
C1054,Edward,Foster,1989-09-04,M,USA,Arizona,2,37,C1054,3,837920.5800000001,279306.86000000004,True,False,True,False,True,1,9,0
C1055,Jonathan,Bennett,1972-11-20,M,USA,New York,2,54,C1055,3,811498.78,270499.5933333333,True,True,True,False,True,27,9,0
C1056,Larry,Wilson,1979-01-19,M,USA,Colorado,1,47,C1056,3,1436352.77,478784.25666666665,True,False,True,False,True,11,9,2
C1057,Jesse,Garcia,1994-04-17,M,USA,Nevada,5,32,C1057,4,1430593.53,357648.3825,True,True,False,False,True,25,9,2
C1058,Rachel,Weaver,1973-06-12,F,Germany,Bavaria,3,53,C1058,4,1526007.8199999998,381501.95499999996,True,False,True,False,True,3,5,2
C1059,Danielle,Davis,1978-06-26,F,USA,California,4,48,C1059,3,1266979.76,422326.58666666667,True,False,False,False,True,8,9,2
C1060,Christian,Evans,1940-12-25,M,USA,Nevada,5,86,C1060,3,1167625.18,389208.3933333333,True,False,False,False,False,25,9,2
C1061,Stephanie,Smith,1960-06-01,F,UK,Scotland,1,66,C1061,4,1689767.29,422441.8225,True,False,False,False,True,43,8,2
C1062,Billy,Foster,1975-12-20,M,USA,California,4,51,C1062,4,1766882.53,441720.6325,True,False,False,False,False,8,9,2
C1063,Nicole,Weaver,1988-12-05,F,USA,New York,5,38,C1063,3,1315820.94,438606.98,True,True,True,False,True,27,9,2
C1064,Brandon,Pierce,1945-08-06,M,USA,California,5,81,C1064,3,695434.77,231811.59,True,False,True,False,True,8,9,0
C1065,Mark,Reyes,1955-01-06,M,USA,Georgia,3,71,C1065,3,1107631.34,369210.4466666667,True,False,True,True,False,15,9,0
C1066,Ashley,Moore,1941-09-21,F,Australia,Victoria,1,85,C1066,4,1208868.77,302217.1925,True,False,False,False,True,49,0,1
C1067,Samuel,Howard,1942-12-24,M,Mexico,Jalisco,4,84,C1067,3,849001.36,283000.4533333333,True,True,False,False,False,19,6,0
C1068,Kathleen,Carter,1984-02-10,F,USA,California,3,42,C1068,3,1403831.31,467943.77,True,False,False,False,False,8,9,2
C1069,Lawrence,Cox,1992-06-13,M,USA,Virginia,3,34,C1069,3,1323760.8399999999,441253.6133333333,True,False,True,False,False,50,9,3
C1070,Virginia,Rogers,1951-06-26,F,Germany,Bavaria,5,75,C1070,3,1286265.1400000001,428755.0466666667,True,False,False,False,False,3,5,2
C1071,Aaron,Johnson,1966-08-11,M,USA,Texas,2,60,C1071,4,1047375.62,261843.905,True,False,False,False,False,47,9,3
C1072,Kimberly,Jones,1962-06-10,F,USA,Utah,3,64,C1072,3,829884.93,276628.31,True,False,False,False,False,48,9,3
C1073,Carl,Collins,1955-07-02,M,USA,California,2,71,C1073,4,1197808.83,299452.2075,True,True,False,False,True,8,9,0
C1074,George,Foster,1954-07-10,M,UK,Northern Ireland,1,72,C1074,3,1004700.45,334900.14999999997,True,False,False,False,True,31,8,3
C1075,Carolyn,Watson,1975-02-17,F,Mexico,Baja California,3,51,C1075,4,1178400.08,294600.02,True,False,False,False,True,2,6,0
C1076,Betty,Thompson,1980-10-28,F,USA,Florida,3,46,C1076,3,884169.44,294723.14666666667,True,True,False,False,False,14,9,0
C1077,Peter,Griffin,1982-03-07,M,USA,Texas,2,44,C1077,4,1467449.24,366862.31,True,True,False,False,False,47,9,3
C1078,Joshua,Howard,1940-07-22,M,USA,Ohio,1,86,C1078,3,1247337.58,415779.19333333336,True,False,False,False,False,35,9,3
C1079,Steven,Hayes,1959-06-19,M,USA,California,4,67,C1079,3,1151228.31,383742.77,True,True,True,False,True,8,9,2
C1080,Hannah,Stewart,1956-10-06,F,UK,England,4,70,C1080,4,1594795.52,398698.88,True,True,False,False,False,12,8,2
C1081,Meridian,Co,1974-09-08,M,Russia,Novosibirsk,4,52,C1081,3,1006584.7,335528.23333333334,False,False,True,False,False,32,7,3
C1082,Patricia,Martin,1993-02-04,F,USA,Oregon,5,33,C1082,3,829499.85,276499.95,True,True,True,False,True,37,9,3
C1083,Pamela,Jackson,1950-10-06,F,USA,Colorado,4,76,C1083,4,1145122.1,286280.525,True,True,False,False,False,11,9,0
C1084,Sarah,Hansen,1989-07-27,F,France,Ile-de-France,4,37,C1084,4,1357921.15,339480.2875,True,False,False,False,False,18,4,1
C1085,Sarah,Flores,1947-10-18,F,Australia,Queensland,1,79,C1085,3,797675.03,265891.6766666667,True,True,False,True,False,41,0,1
C1086,Timothy,Montgomery,1956-03-01,M,USA,Colorado,1,70,C1086,4,1339827.27,334956.8175,True,False,True,False,True,11,9,0
C1087,Matthew,Owens,1984-01-03,M,USA,Colorado,3,42,C1087,4,1878433.21,469608.3025,True,False,False,False,True,11,9,2
C1088,Nicholas,Stewart,1998-09-26,M,USA,Utah,4,28,C1088,3,802271.19,267423.73,True,False,True,False,False,48,9,3
C1089,Madison,Ward,1962-09-17,F,USA,Utah,1,64,C1089,4,959344.08,239836.02,True,False,True,False,True,48,9,3
C1090,Laura,Moore,1962-09-07,F,Canada,Alberta,3,64,C1090,3,1217272.58,405757.5266666667,True,False,True,True,False,0,2,1
C1091,Arthur,Phillips,1984-07-21,M,USA,Nevada,1,42,C1091,3,741797.49,247265.83,True,False,True,False,False,25,9,0
C1092,Terry,Adams,1996-11-24,M,USA,Oregon,2,30,C1092,3,1213248.05,404416.01666666666,True,True,False,False,True,37,9,3
C1093,Adam,Allen,1980-07-13,M,USA,Oregon,1,46,C1093,3,805402.8300000001,268467.61000000004,True,False,True,False,True,37,9,3
C1094,Sarah,Cook,1960-02-12,F,USA,Washington,2,66,C1094,4,1631407.56,407851.89,True,False,True,False,True,53,9,3
C1095,Cynthia,Howard,1940-02-26,F,USA,California,3,86,C1095,4,1454366.24,363591.56,True,False,False,False,False,8,9,2
C1096,Grace,Edwards,1965-05-20,F,USA,New York,2,61,C1096,4,1756661.91,439165.4775,True,False,False,True,False,27,9,2
C1097,Teresa,Pierce,1962-07-16,F,Canada,Alberta,3,64,C1097,3,1064342.81,354780.9366666667,True,False,True,False,False,0,2,1
C1098,Paul,Young,1976-10-24,M,USA,California,3,50,C1098,3,1187774.23,395924.74333333335,True,True,False,True,False,8,9,2
C1099,Joan,Scott,1972-06-26,F,USA,Colorado,3,54,C1099,4,1426501.12,356625.28,True,False,False,False,False,11,9,2
C1100,Frank,Thomas,1940-05-14,M,Russia,Novosibirsk,1,86,C1100,4,1314225.5899999999,328556.39749999996,True,False,False,False,True,32,7,3
C1101,Matthew,King,1964-01-03,M,Belgium,Flanders,5,62,C1101,4,1037914.4299999999,259478.60749999998,True,False,False,False,True,13,1,1
C1102,Harmon,Co,1960-05-06,M,Germany,Berlin,2,66,C1102,4,1248456.03,312114.0075,False,False,False,False,False,4,5,0
C1103,Jose,Johnson,1961-04-27,M,Belgium,Wallonia,4,65,C1103,4,1206840.81,301710.2025,True,False,False,False,False,52,1,1
C1104,Christian,Weaver,1998-10-15,M,USA,Utah,5,28,C1104,3,893996.19,297998.73,True,True,True,False,True,48,9,3
C1105,Roger,Ward,1940-01-14,M,USA,Nevada,3,86,C1105,4,1623510.31,405877.5775,True,False,True,False,True,25,9,2
C1106,Sean,Martin,1982-05-16,M,USA,California,1,44,C1106,3,773499.85,257833.28333333333,True,False,False,False,False,8,9,0
C1107,Frank,Hayes,1948-01-15,M,Canada,British Columbia,1,78,C1107,3,1156527.59,385509.1966666667,True,False,False,False,True,5,2,1
C1108,Helen,Ward,1994-01-12,F,Australia,South Australia,4,32,C1108,3,1069904.1,356634.7,True,False,False,False,True,44,0,1
C1109,Rebecca,Anderson,1967-09-05,F,USA,California,1,59,C1109,4,1756965.37,439241.3425,True,False,True,True,False,8,9,2
C1110,Harold,Watson,1977-05-12,M,USA,New York,5,49,C1110,4,1445458.33,361364.5825,True,False,True,False,True,27,9,2
C1111,Corvus,Co,1967-01-23,M,USA,California,4,59,C1111,3,885146.14,295048.7133333333,False,False,True,False,True,8,9,0
C1112,Donald,Green,1982-01-05,M,USA,Nevada,3,44,C1112,3,961599.4199999999,320533.13999999996,True,True,True,False,True,25,9,0
C1113,Brenda,Martin,1974-08-18,F,USA,Texas,2,52,C1113,4,1162770.88,290692.72,True,True,False,True,False,47,9,3
C1114,Cheryl,Wood,1992-02-04,F,USA,California,3,34,C1114,3,872825.73,290941.91,True,False,False,False,True,8,9,0
C1115,Joseph,Bell,1973-10-24,M,USA,Colorado,3,53,C1115,3,1054599.19,351533.0633333333,True,False,True,False,False,11,9,0
C1116,Angela,Freeman,1991-12-17,F,USA,California,1,35,C1116,3,766951.9500000001,255650.65000000002,True,False,True,False,False,8,9,0
C1117,Rebecca,Patterson,1955-02-23,F,Mexico,Mexico City,5,71,C1117,4,1149629.49,287407.3725,True,False,True,False,True,23,6,0
C1118,Caldera,Co,1969-04-26,M,UK,Scotland,2,57,C1118,3,859368.99,286456.33,False,True,True,False,True,43,8,3
C1119,Larry,Green,1941-03-14,M,USA,Oregon,1,85,C1119,3,938703.6599999999,312901.22,True,False,True,False,True,37,9,3
C1120,Kathleen,Carter,1979-07-16,F,USA,Arizona,1,47,C1120,4,1371211.29,342802.8225,True,False,False,False,True,1,9,0
C1121,Carolyn,Gray,1985-06-02,F,USA,California,1,41,C1121,3,1014661.78,338220.5933333333,True,False,False,True,False,8,9,0
C1122,Judith,Evans,1942-10-04,F,USA,California,4,84,C1122,4,1558949.2,389737.3,True,False,False,False,True,8,9,2
C1123,Robert,Pierce,1951-03-11,M,USA,Virginia,5,75,C1123,3,1241771.44,413923.8133333333,True,False,False,False,False,50,9,3
C1124,Sharon,Murray,1976-02-04,F,USA,Oregon,5,50,C1124,4,1272190.01,318047.5025,True,True,True,False,True,37,9,3
C1125,Ronald,Price,1941-02-03,M,USA,Oregon,3,85,C1125,3,1186907.08,395635.69333333336,True,False,False,False,False,37,9,3
C1126,Elara,Co,1983-02-16,M,USA,Virginia,1,43,C1126,3,893488.2,297829.39999999997,False,False,True,False,True,50,9,3
C1127,Ann,Cooper,1943-06-15,F,UK,England,1,83,C1127,3,838728.4,279576.13333333336,True,True,False,False,True,12,8,0
C1128,Brian,Montgomery,1983-12-05,M,USA,California,1,43,C1128,3,1186634.53,395544.8433333333,True,True,False,False,True,8,9,0
C1129,Martha,Hansen,1945-09-03,F,USA,Colorado,5,81,C1129,4,1463125.26,365781.315,True,True,False,False,False,11,9,2
C1130,Tiffany,Parker,1987-03-01,F,USA,Arizona,5,39,C1130,4,1326217.01,331554.2525,True,False,False,False,True,1,9,0
C1131,Cheryl,Kim,1984-05-28,F,USA,California,3,42,C1131,3,1210500.79,403500.26333333337,True,True,False,False,True,8,9,2
C1132,Terry,Roberts,1982-01-21,M,USA,New York,2,44,C1132,3,1383901.27,461300.42333333334,True,False,True,False,True,27,9,2
C1133,Jason,Hansen,1993-01-21,M,USA,Oregon,3,33,C1133,4,1427019.92,356754.98,True,True,False,False,True,37,9,3
C1134,Dorothy,Bennett,1943-10-10,F,USA,California,1,83,C1134,4,1088583.78,272145.945,True,True,False,False,True,8,9,0
C1135,Melissa,Phillips,1999-09-22,F,Russia,Moscow Oblast,5,27,C1135,3,1186082.75,395360.9166666667,True,True,True,True,False,24,7,2
C1136,Shirley,Weaver,1965-04-27,F,USA,California,3,61,C1136,3,1016844.64,338948.2133333333,True,False,True,False,False,8,9,0
C1137,Carol,Price,1986-12-24,F,USA,Nevada,4,40,C1137,3,1114902.43,371634.1433333333,True,False,True,False,False,25,9,3
C1138,George,Green,1964-08-24,M,USA,Oregon,1,62,C1138,3,840602.9199999999,280200.9733333333,True,False,False,False,True,37,9,3
C1139,Tiffany,Green,1996-03-03,F,USA,California,4,30,C1139,3,1297382.59,432460.86333333334,True,False,True,True,False,8,9,2
C1140,Billy,Jackson,1976-07-01,M,USA,Florida,1,50,C1140,3,1275809.71,425269.9033333333,True,False,True,False,True,14,9,2
C1141,Kimberly,Montgomery,2000-01-26,F,USA,Arizona,3,26,C1141,3,990242.33,330080.7766666667,True,True,False,False,True,1,9,0
C1142,Julia,Hughes,1948-03-10,F,USA,Colorado,2,78,C1142,4,1492680.13,373170.0325,True,False,True,False,False,11,9,2
C1143,Michael,Garcia,1994-09-10,M,USA,Arizona,2,32,C1143,3,1108329.67,369443.2233333333,True,False,True,False,True,1,9,0
C1144,Diane,Young,1978-11-10,F,USA,Georgia,4,48,C1144,4,1244666.12,311166.53,True,True,False,True,False,15,9,0
C1145,Ethan,King,1993-04-04,M,USA,Nevada,5,33,C1145,3,1118850.31,372950.10333333333,True,False,False,False,True,25,9,3
C1146,Richard,Weaver,1991-03-14,M,USA,California,2,35,C1146,3,1037824.43,345941.4766666667,True,True,False,False,True,8,9,0
C1147,Brittany,Edwards,1978-02-09,F,USA,Utah,3,48,C1147,3,905314.84,301771.61333333334,True,False,False,False,True,48,9,3
C1148,Joshua,Rogers,1991-07-15,M,Australia,New South Wales,1,35,C1148,3,1083677.57,361225.8566666667,True,False,True,False,False,26,0,1
C1149,Kimberly,Thomas,1980-03-06,F,Russia,Tatarstan,3,46,C1149,4,1277449.99,319362.4975,True,False,False,False,False,46,7,3
C1150,Tiffany,Cook,1992-11-08,F,USA,Nevada,4,34,C1150,3,1476970.3,492323.43333333335,True,True,False,False,False,25,9,2
C1151,Tyler,Anderson,1963-12-14,M,USA,Arizona,2,63,C1151,4,1760000.3399999999,440000.08499999996,True,True,False,False,True,1,9,2
C1152,Jason,Williams,1977-09-16,M,USA,Georgia,1,49,C1152,4,1654928.32,413732.08,True,False,False,False,True,15,9,2
C1153,Scott,Sanders,1991-09-14,M,USA,California,1,35,C1153,3,1007630.0,335876.6666666667,True,False,False,False,True,8,9,0
C1154,Jerry,Brown,1956-07-12,M,USA,Utah,5,70,C1154,4,1373889.96,343472.49,True,False,True,False,False,48,9,3
C1155,William,Young,1977-03-03,M,USA,California,5,49,C1155,3,1577625.0,525875.0,True,False,False,False,True,8,9,2
C1156,Dorothy,Kim,1956-05-16,F,USA,Virginia,4,70,C1156,3,859956.66,286652.22000000003,True,False,False,False,False,50,9,3
C1157,Kenneth,Davis,1944-11-02,M,Canada,Alberta,2,82,C1157,4,894080.38,223520.095,True,True,False,False,True,0,2,1
C1158,Joan,Pierce,1955-05-19,F,USA,California,2,71,C1158,3,941360.29,313786.76333333337,True,True,False,False,True,8,9,0
C1159,Gerald,Howard,1940-03-24,M,USA,Nevada,1,86,C1159,3,1170550.92,390183.63999999996,True,True,True,False,True,25,9,0
C1160,Walter,Griffin,1980-11-21,M,USA,Florida,2,46,C1160,4,1359425.8599999999,339856.46499999997,True,False,True,False,True,14,9,0
C1161,Stephen,White,1994-02-12,M,Canada,Alberta,3,32,C1161,4,2022416.31,505604.0775,True,True,True,False,True,0,2,2
C1162,Charles,Nelson,1962-01-25,M,USA,California,2,64,C1162,4,1116223.63,279055.9075,True,True,False,False,True,8,9,0
C1163,Noah,Morales,1998-10-26,M,USA,California,3,28,C1163,4,1202709.18,300677.295,True,False,True,False,True,8,9,0
C1164,Emma,Watson,1968-04-11,F,Belgium,Wallonia,3,58,C1164,4,1315287.03,328821.7575,True,False,True,False,False,52,1,1
C1165,Victoria,Alexander,1994-09-26,F,Russia,Moscow Oblast,1,32,C1165,3,970705.3999999999,323568.4666666666,True,False,False,False,True,24,7,0
C1166,Scott,Hall,1991-11-15,M,USA,New York,1,35,C1166,4,1163601.79,290900.4475,True,True,False,False,True,27,9,0
C1167,Kevin,Alexander,1967-12-20,M,UK,Scotland,3,59,C1167,3,1163104.83,387701.61000000004,True,False,False,False,True,43,8,3
C1168,Brittany,Reyes,1998-12-25,F,Germany,Hamburg,2,28,C1168,4,1081069.19,270267.2975,True,False,True,False,False,16,5,1
C1169,Noah,Bryant,1994-01-05,M,Russia,Saint Petersburg,5,32,C1169,4,900300.22,225075.055,True,False,True,False,False,42,7,3
C1170,Amanda,Collins,1990-02-09,F,USA,Nevada,1,36,C1170,4,1165955.62,291488.905,True,False,True,False,True,25,9,0
C1171,Anna,Patterson,1984-08-21,F,USA,California,4,42,C1171,4,1561809.25,390452.3125,True,True,True,False,True,8,9,2
C1172,Victoria,Freeman,1942-11-05,F,USA,Nevada,5,84,C1172,4,1240274.79,310068.6975,True,False,False,False,True,25,9,0
C1173,Cheryl,Price,1984-11-02,F,Canada,Manitoba,1,42,C1173,4,1261072.17,315268.0425,True,True,False,False,True,22,2,1
C1174,Kenneth,White,1982-07-06,M,USA,Nevada,2,44,C1174,4,1414798.99,353699.7475,True,False,False,False,False,25,9,2
C1175,Evelyn,Long,1959-09-27,F,USA,California,2,67,C1175,4,1766232.62,441558.155,True,False,False,False,True,8,9,2
C1176,Lauren,Baker,1975-06-03,F,USA,California,4,51,C1176,3,1003328.89,334442.9633333333,True,True,True,False,False,8,9,0
C1177,Larry,Sanders,1998-09-05,M,USA,California,2,28,C1177,4,1047224.2699999999,261806.06749999998,True,True,False,False,False,8,9,0
C1178,Jessica,Richardson,1950-07-16,F,USA,California,1,76,C1178,3,744651.07,248217.02333333332,True,False,False,False,False,8,9,0
C1179,Melissa,Anderson,1991-02-09,F,USA,California,4,35,C1179,3,848152.02,282717.34,True,False,False,False,False,8,9,0
C1180,Deborah,Miller,1995-07-11,F,Belgium,Brussels,2,31,C1180,4,1111089.24,277772.31,True,False,True,False,True,7,1,1
C1181,Judith,Hansen,1956-03-23,F,USA,Nevada,5,70,C1181,3,743723.3099999999,247907.77,True,True,False,False,True,25,9,0
C1182,Christopher,Murray,1961-03-11,M,Germany,Bavaria,3,65,C1182,4,1522183.38,380545.845,True,True,True,False,True,3,5,2
C1183,Carl,Rogers,1993-11-14,M,USA,Arizona,1,33,C1183,4,1364593.88,341148.47,True,True,False,False,True,1,9,0
C1184,David,Nelson,1953-04-14,M,France,Ile-de-France,2,73,C1184,3,500255.63,166751.87666666668,True,False,False,False,True,18,4,1
C1185,Ronald,Peterson,2000-06-27,M,USA,California,3,26,C1185,4,1218570.99,304642.7475,True,False,False,False,True,8,9,0
C1186,Victoria,Bennett,1978-06-27,F,USA,Nevada,3,48,C1186,3,1141153.96,380384.6533333333,True,False,True,False,True,25,9,3
C1187,Melissa,Pierce,1962-03-18,F,USA,Nevada,4,64,C1187,3,1097539.23,365846.41,True,False,False,False,True,25,9,3
C1188,Matthew,White,1995-11-01,M,Canada,Alberta,1,31,C1188,4,1437535.25,359383.8125,True,False,False,True,False,0,2,1
C1189,Peter,Alexander,1963-01-22,M,USA,Florida,2,63,C1189,4,1180295.09,295073.7725,True,False,True,True,False,14,9,0
C1190,Sandra,Baker,1946-08-04,F,USA,Texas,4,80,C1190,4,1358669.02,339667.255,True,False,False,True,False,47,9,3
C1191,Mary,Cox,1950-04-17,F,USA,California,3,76,C1191,3,1095538.81,365179.60333333333,True,True,False,False,True,8,9,0
C1192,Adam,Jones,2000-01-05,M,USA,Florida,5,26,C1192,4,1111237.94,277809.485,True,False,False,False,True,14,9,0
C1193,Amy,Owens,1975-04-20,F,UK,England,1,51,C1193,4,946796.24,236699.06,True,False,False,False,True,12,8,0
C1194,Melissa,Brooks,1943-06-17,F,USA,Colorado,1,83,C1194,3,1084957.53,361652.51,True,False,False,False,True,11,9,0
C1195,Anna,Pierce,1990-06-07,F,USA,California,4,36,C1195,4,1118238.91,279559.7275,True,False,True,False,False,8,9,0
C1196,William,Freeman,1955-09-03,M,USA,Nevada,2,71,C1196,4,1731153.76,432788.44,True,False,False,False,False,25,9,2
C1197,Deborah,Roberts,1959-04-10,F,USA,Arizona,4,67,C1197,3,1439595.57,479865.19,True,False,False,False,True,1,9,2
C1198,Lisa,Young,1960-01-21,F,USA,New York,1,66,C1198,3,1415391.5899999999,471797.1966666666,True,False,False,False,False,27,9,2
C1199,Justin,Campbell,1943-03-03,M,USA,Colorado,2,83,C1199,4,1013002.89,253250.7225,True,False,False,False,True,11,9,0
C1200,Henry,Taylor,1969-11-03,M,USA,Utah,4,57,C1200,4,1789601.3299999998,447400.33249999996,True,False,False,False,False,48,9,2
C1201,Timothy,Stewart,2000-03-22,M,USA,Oregon,1,26,C1201,4,1063833.91,265958.4775,True,True,True,False,True,37,9,3
C1202,Telnox,Co,1985-05-09,M,Canada,Quebec,5,41,C1202,4,1527115.1600000001,381778.79000000004,False,True,True,False,True,40,2,1
C1203,Ashley,Green,1962-01-18,F,USA,Arizona,2,64,C1203,3,1083378.55,361126.18333333335,True,False,True,False,True,1,9,0
C1204,William,Reed,1992-04-03,M,Mexico,Puebla,2,34,C1204,3,1231356.24,410452.08,True,True,True,False,True,39,6,3
C1205,Patrick,Pierce,1959-05-15,M,Belgium,Flanders,4,67,C1205,3,968123.38,322707.79333333333,True,False,False,False,True,13,1,1
C1206,Melissa,Baker,1957-12-09,F,USA,California,5,69,C1206,3,941726.19,313908.73,True,True,False,False,True,8,9,0
C1207,Lauren,Price,1973-10-24,F,USA,Texas,5,53,C1207,4,1084392.98,271098.245,True,False,True,False,False,47,9,3
C1208,Noah,Ward,1977-11-27,M,USA,Colorado,1,49,C1208,3,1277019.82,425673.2733333334,True,False,False,False,True,11,9,2
C1209,Tiffany,Kim,1978-07-01,F,USA,California,4,48,C1209,4,1201633.01,300408.2525,True,False,True,False,True,8,9,0
C1210,Dennis,Cox,1991-06-04,M,USA,California,1,35,C1210,4,1146800.83,286700.2075,True,True,False,False,True,8,9,0
C1211,Kathleen,Owens,1996-07-10,F,Canada,British Columbia,5,30,C1211,4,1447927.02,361981.755,True,False,True,False,True,5,2,1
C1212,Lawrence,Gray,1957-07-11,M,USA,California,1,69,C1212,4,1052290.76,263072.69,True,False,False,False,False,8,9,0
C1213,Ruth,Martin,1993-08-06,F,Canada,Manitoba,5,33,C1213,3,829461.56,276487.1866666667,True,False,False,False,True,22,2,1
C1214,Jennifer,Peterson,2000-08-10,F,USA,Florida,1,26,C1214,4,1725018.4100000001,431254.60250000004,True,False,False,False,False,14,9,2
C1215,Charles,Patterson,1994-07-24,M,USA,California,3,32,C1215,3,1140423.3800000001,380141.1266666667,True,False,False,False,True,8,9,0
C1216,Martha,Jordan,1997-07-10,F,France,Normandy,4,29,C1216,3,1191384.37,397128.12333333335,True,False,False,False,True,28,4,1
C1217,William,Carter,1997-01-05,M,USA,California,4,29,C1217,3,1007204.78,335734.9266666667,True,True,True,False,True,8,9,0
C1218,Teresa,Smith,1941-12-28,F,USA,California,1,85,C1218,4,1308613.5699999998,327153.39249999996,True,False,True,False,True,8,9,0
C1219,Danielle,Howard,1983-12-06,F,USA,Arizona,1,43,C1219,3,867409.27,289136.42333333334,True,False,True,False,True,1,9,0
C1220,Christina,Martin,1967-09-08,F,USA,Colorado,4,59,C1220,4,1471199.75,367799.9375,True,True,True,False,True,11,9,2
